#1
double Homeoffice_NormalerWinter_changeonly_K(90, 11)
#time_in_s	livingroom	hobby	corridor	wcstorage	kitchen	bedroom	children	corridor2	bath	children2
392400.0	294.15	293.65	291.65	290.15	291.65	291.65	292.15	291.65	293.15	292.15
406800.0	294.65	292.65	291.65	290.15	291.65	292.65	293.65	291.65	293.15	293.65
410400.0	294.65	292.65	291.65	290.15	293.65	292.65	293.65	291.65	293.15	293.65
414000.0	294.65	292.65	291.65	290.15	293.65	292.65	293.65	291.65	296.15	293.65
415800.0	294.65	292.65	291.65	290.15	291.65	292.65	293.65	291.65	296.15	293.65
421200.0	294.65	292.65	291.65	290.15	291.65	292.65	293.65	291.65	293.15	293.65
428400.0	291.65	290.65	290.15	290.15	291.65	291.65	292.15	290.15	293.15	292.15
432000.0	291.65	290.65	290.15	290.15	292.15	291.65	292.15	290.15	293.15	292.15
460800.0	291.65	290.65	291.15	290.15	293.65	292.65	292.15	291.15	296.15	292.15
464400.0	294.65	290.65	291.15	290.15	293.65	292.65	293.65	291.15	296.15	293.65
466200.0	294.65	290.65	291.15	290.15	292.15	292.65	293.65	291.15	296.15	293.65
468000.0	294.65	290.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
475200.0	294.65	290.65	291.15	290.15	293.65	291.65	293.65	291.15	293.15	293.65
482400.0	294.65	290.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
486000.0	294.65	292.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
496800.0	294.65	292.65	291.15	290.15	293.65	291.65	293.65	291.15	293.15	293.65
500400.0	294.65	292.65	291.15	290.15	293.65	291.65	293.65	291.15	296.15	293.65
504000.0	294.65	292.65	291.15	290.15	292.15	291.65	293.65	291.15	296.15	293.65
507600.0	294.65	292.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
509400.0	294.65	292.65	291.15	290.15	292.15	292.65	292.15	291.15	293.15	292.15
511200.0	294.65	290.65	291.15	290.15	292.15	292.65	292.15	291.15	293.15	292.15
514800.0	291.65	290.65	290.15	290.15	292.15	291.65	292.15	290.15	293.15	292.15
547200.0	291.65	290.65	291.15	290.15	293.65	292.65	292.15	291.15	296.15	292.15
550800.0	294.65	290.65	291.15	290.15	293.65	292.65	293.65	291.15	296.15	293.65
552600.0	294.65	290.65	291.15	290.15	292.15	292.65	293.65	291.15	296.15	293.65
554400.0	294.65	290.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
561600.0	294.65	290.65	291.15	290.15	293.65	291.65	293.65	291.15	293.15	293.65
568800.0	294.65	290.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
572400.0	294.65	292.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
583200.0	294.65	292.65	291.15	290.15	293.65	291.65	293.65	291.15	293.15	293.65
586800.0	294.65	292.65	291.15	290.15	293.65	291.65	293.65	291.15	296.15	293.65
590400.0	294.65	292.65	291.15	290.15	292.15	291.65	293.65	291.15	296.15	293.65
594000.0	294.65	292.65	291.15	290.15	292.15	291.65	293.65	291.15	293.15	293.65
595800.0	294.65	292.65	291.15	290.15	292.15	292.65	292.15	291.15	293.15	292.15
597600.0	294.65	290.65	291.15	290.15	292.15	292.65	292.15	291.15	293.15	292.15
601200.0	291.65	290.65	290.15	290.15	292.15	291.65	292.15	290.15	293.15	292.15
